date,Date_obj,Month,Day,Year,emp_status,job_title,overall_rating,career_growth_rating,wlb_rating,compensation_rating,company_culture_rating,management_rating,title
"Dec 1, 2021",2021-12-01,12,1,2021,Current Employee ,UX Design Manager,5,5,5,5,5,5,Great place to work!
"Dec 1, 2021",2021-12-01,12,1,2021,Current Employee ,Software Engineer,3,3,4,2,4,4,"Nice people, but not worth the pay"
"Dec 1, 2021",2021-12-01,12,1,2021,Current Employee ,Business Analyst,4,4,3,5,3,3,Good company (just not great)
"Nov 30, 2021",2021-11-30,11,30,2021,Current Employee ,Software Development Engineer,4,3,5,3,5,4,"Friendly colleagues, work life balance."
"Nov 30, 2021",2021-11-30,11,30,2021,Current Employee ,Site Reliability Engineer,5,4,5,3,5,4,Great work life balance
"Nov 29, 2021",2021-11-29,11,29,2021,Current Employee ,Marketing Director,5,5,5,5,5,5,12 years and counting
"Nov 27, 2021",2021-11-27,11,27,2021,Current Employee ,Senior Software Engineer,4,4,3,4,5,4,Poor work life balance
"Nov 22, 2021",2021-11-22,11,22,2021,Current Employee ,Program Manager,4,4,4,4,5,4,Definitely better than most Valley firms
"Nov 19, 2021",2021-11-19,11,19,2021,Current Employee ,Analyst,1,2,1,5,1,1,Miserable wlb
"Nov 18, 2021",2021-11-18,11,18,2021,Current Employee ,Marketing Generalist,5,1,5,5,5,1,Great wlb
"Nov 15, 2021",2021-11-15,11,15,2021,Former Employee ,Product Manager II,4,4,3,5,5,4,Great company with growth; slow/frustrating corporate org
"Nov 15, 2021",2021-11-15,11,15,2021,Current Employee ,Technical Program Manager,5,4,5,4,5,4,"Been here for about 7 months, not much to complain about"
"Nov 11, 2021",2021-11-11,11,11,2021,Current Employee ,Software Engineer,4,4,5,2,3,3,Good WLB - Bad Compensation
"Nov 10, 2021",2021-11-10,11,10,2021,Current Employee ,Staff Software Engineer,5,3,2,5,3,1,Great Company and worst Managers
"Nov 9, 2021",2021-11-09,11,9,2021,Current Employee ,Senior Software Engineer,3,2,2,3,3,2,Good people and perks
"Nov 9, 2021",2021-11-09,11,9,2021,Current Employee ,Business Data Analyst,5,5,3,4,5,5,"So far, so good!"
"Nov 8, 2021",2021-11-08,11,8,2021,Current Employee ,Program Manager,4,3,3,4,4,4,"Fast growth, exhausted workforce"
"Nov 7, 2021",2021-11-07,11,7,2021,Current Employee ,Senior Software Engineer,4,3,5,4,5,4,Great Work Life Balance
"Nov 7, 2021",2021-11-07,11,7,2021,Current Employee ,Senior Software Engineer,3,3,4,4,2,1,Not a good company as perceived outside.
"Nov 5, 2021",2021-11-05,11,5,2021,Current Employee ,Senior Engineer,4,5,3,2,4,4,Good impact and growth
"Nov 5, 2021",2021-11-05,11,5,2021,Current Employee ,Software Applications Engineer III,3,3,5,3,3,3,Just okay
"Nov 3, 2021",2021-11-03,11,3,2021,Current Employee ,Software Engineer,4,3,5,4,4,2,Great place with a family
"Nov 3, 2021",2021-11-03,11,3,2021,Current Employee ,Software Developer,5,5,5,5,4,4,Good wlb
"Nov 2, 2021",2021-11-02,11,2,2021,Current Employee ,Business Data Analyst,4,3,3,3,5,4,Good place to work
"Nov 1, 2021",2021-11-01,11,1,2021,Current Employee ,Marketing Manager II,3,4,3,4,2,2,"Good benefits, not the best culture"
"Nov 1, 2021",2021-11-01,11,1,2021,Current Employee ,Human Resources,5,4,5,5,5,4,Lives company values
"Nov 1, 2021",2021-11-01,11,1,2021,Current Employee ,Data Scientist,3,2,4,4,2,3,Not a growth company
"Nov 1, 2021",2021-11-01,11,1,2021,Current Employee ,Senior Product Designer,3,3,5,4,3,3,Typical Large Corporation
"Nov 1, 2021",2021-11-01,11,1,2021,Current Employee ,Human Resources,5,5,5,5,5,5,Great company that lives it's values
"Oct 30, 2021",2021-10-30,10,30,2021,Current Employee ,Data Scientist,3,3,3,4,3,3,Nice people
"Oct 28, 2021",2021-10-28,10,28,2021,Current Employee ,Engineering Manager,4,3,4,4,4,4,Great work life balance
"Oct 28, 2021",2021-10-28,10,28,2021,Current Employee ,Communication Manager,5,5,5,5,5,5,Best culture and employee experience of any company I’ve ever worked
"Oct 28, 2021",2021-10-28,10,28,2021,Current Employee ,Senior Software Engineer,4,4,4,3,4,2,Good work life balance
"Oct 25, 2021",2021-10-25,10,25,2021,Current Employee ,Business Analyst,2,3,3,4,2,1,Going down hill fast in the UK
"Oct 24, 2021",2021-10-24,10,24,2021,Former Employee ,Data Scientist,3,3,5,4,3,2,Typical old company pros and cons
"Oct 24, 2021",2021-10-24,10,24,2021,Current Employee ,Senior Software Engineer,4,3,5,3,5,3,Great WLB
"Oct 23, 2021",2021-10-23,10,23,2021,Current Employee ,Senior Product Designer,4,4,3,4,4,3,Work life balance is better than your average company.
"Oct 20, 2021",2021-10-20,10,20,2021,Current Employee ,Data Analyst,3,2,2,4,3,2,Been here for 2 years and not sure about it
"Oct 20, 2021",2021-10-20,10,20,2021,Current Employee ,Machine Learning Engineer,4,3,5,3,4,3,Great WLB
"Oct 20, 2021",2021-10-20,10,20,2021,Current Employee ,Software Engineer,4,4,5,3,4,3,"Good WLB, meh pay"
"Oct 20, 2021",2021-10-20,10,20,2021,Current Employee ,Software Engineer III,3,1,2,4,2,2,Politics rules over talent
"Oct 19, 2021",2021-10-19,10,19,2021,Current Employee ,Machine Learning Scientist II,1,1,1,1,1,1,Horrible place - too much politics and incompetent micro managers
"Oct 18, 2021",2021-10-18,10,18,2021,Current Employee ,Applications Developer I,3,2,1,3,1,1,I had the worst middle mgmt
"Oct 18, 2021",2021-10-18,10,18,2021,Current Employee ,Staff Software Engineer,5,5,5,5,5,5,Great
"Oct 17, 2021",2021-10-17,10,17,2021,Current Employee ,Staff Data Scientist,5,4,5,4,5,5,Great work life balance with market match of TC
"Oct 17, 2021",2021-10-17,10,17,2021,Current Employee ,Produce Manager,4,3,5,4,3,2,Good wlb but definitely not a tech company
"Oct 15, 2021",2021-10-15,10,15,2021,Current Employee ,Software Engineer,3,4,3,3,2,2,Good tech stack.
"Oct 14, 2021",2021-10-14,10,14,2021,Current Employee ,Software Engineer,5,5,5,5,5,5,Love everything about Intuit
"Oct 13, 2021",2021-10-13,10,13,2021,Current Employee ,Software Architect,4,3,4,4,4,3,On transformation journey with new M&A
"Oct 13, 2021",2021-10-13,10,13,2021,Current Employee ,Inside Sale Representative,4,3,5,4,3,3,Good Place but can be slow at times
"Oct 13, 2021",2021-10-13,10,13,2021,Current Employee ,Senior Software Engineer,3,3,5,4,4,3,Good Place To Work
"Oct 13, 2021",2021-10-13,10,13,2021,Current Employee ,Software Engineer II,4,4,4,3,3,4,"Good WLB, solid but not amazing pay"
"Oct 12, 2021",2021-10-12,10,12,2021,Current Employee ,Software Engineer,4,3,2,3,3,3,Decent place to work
"Oct 12, 2021",2021-10-12,10,12,2021,Current Employee ,Software Engineer II,4,4,3,3,3,3,Depends on the org
"Oct 9, 2021",2021-10-09,10,9,2021,Current Employee ,Data Scientist,3,3,3,4,4,3,"RTB focus, Stale ideas, optics obsession, slow promo"
"Oct 7, 2021",2021-10-07,10,7,2021,Current Employee ,Senior Product Manager,4,4,2,4,3,3,Very competitive benefits
"Oct 6, 2021",2021-10-06,10,6,2021,Current Employee ,"Senior Manager, Engineering",3,4,3,4,3,3,Lacks clarity in vision
"Oct 6, 2021",2021-10-06,10,6,2021,Current Employee ,Product Designer,3,3,5,4,4,3,"Short hours, great benefits, but it comes with trade offs"
"Oct 4, 2021",2021-10-04,10,4,2021,Current Employee ,Finance & Operation Analyst,2,3,2,3,2,2,Politics/covid killed the culture
"Oct 4, 2021",2021-10-04,10,4,2021,Current Employee ,Staff Applications Engineer,5,3,4,4,5,4,Very supportive and forward thinking
"Oct 2, 2021",2021-10-02,10,2,2021,Current Employee ,Director of Product Development,2,2,5,4,1,1,If you’ve been successful elsewhere stay away
"Oct 1, 2021",2021-10-01,10,1,2021,Current Employee ,Principal Engineer,3,3,4,2,4,3,Old timers pontificate on innovation
"Sep 30, 2021",2021-09-30,9,30,2021,Current Employee ,Senior Data Scientist,3,3,3,2,4,3,"Low pay, decent culture"
"Sep 30, 2021",2021-09-30,9,30,2021,Current Employee ,Senior Software Engineer,4,4,5,5,4,4,Good WLB
"Sep 30, 2021",2021-09-30,9,30,2021,Current Employee ,Data Scientist,4,4,4,4,5,4,"Great vision, strong leadership and execution"
"Sep 29, 2021",2021-09-29,9,29,2021,Current Employee ,Data Analyst,5,5,5,5,5,4,Great
"Sep 28, 2021",2021-09-28,9,28,2021,Current Employee ,Engineer,4,4,4,4,4,4,Great culture + big company
"Sep 28, 2021",2021-09-28,9,28,2021,Current Employee ,Software Developer,4,5,4,4,4,4,Good company but some direction issues
"Sep 27, 2021",2021-09-27,9,27,2021,Current Employee ,Machine Learning Engineer,1,1,1,1,1,1,Horrible place - bad quality of work and bad managers
"Sep 25, 2021",2021-09-25,9,25,2021,Current Employee ,"Director, IT Management",4,3,4,5,3,3,Good overall
"Sep 23, 2021",2021-09-23,9,23,2021,Current Employee ,Senior Product Designer,4,4,5,4,4,3,Great early-mid career growth
"Sep 22, 2021",2021-09-22,9,22,2021,Current Employee ,Customer Success,4,3,5,4,4,3,"Great work life balance, but slow moving and certain teams seems to have some drama"
"Sep 22, 2021",2021-09-22,9,22,2021,Current Employee ,Product Manager,3,4,4,3,3,1,Non stop unproductive meetings but great extra programs
"Sep 22, 2021",2021-09-22,9,22,2021,Current Employee ,Product Manager,4,3,5,4,3,2,You can grow if you know how to play the game
"Sep 20, 2021",2021-09-20,9,20,2021,Current Employee ,Software Engineer II,5,4,5,5,5,4,"Great perks, good career growth options"
"Sep 19, 2021",2021-09-19,9,19,2021,Current Employee ,"Manager, Data Analysis",5,5,3,5,5,5,Amazing team spirit and talent
"Sep 17, 2021",2021-09-17,9,17,2021,Current Employee ,UX Designer,4,3,4,4,4,3,Overall good but tons of politics
"Sep 17, 2021",2021-09-17,9,17,2021,Current Employee ,Design Manager,4,5,4,4,4,4,It is what you make it
"Sep 17, 2021",2021-09-17,9,17,2021,Current Employee ,Product Manager,2,2,5,4,3,1,Excellent Work Life balance but otherwise most fake
"Sep 17, 2021",2021-09-17,9,17,2021,Current Employee ,Product Manager,4,4,5,4,4,4,Great WLB
"Sep 16, 2021",2021-09-16,9,16,2021,Current Employee ,Engineer,5,5,5,5,5,5,Great Work life balance
"Sep 16, 2021",2021-09-16,9,16,2021,Current Employee ,Senior Software Engineer,5,4,4,4,4,4,Good company
"Sep 13, 2021",2021-09-13,9,13,2021,Current Employee ,Marketing & Communication Manager,5,4,3,5,5,5,Solid strategy for future growth
"Sep 13, 2021",2021-09-13,9,13,2021,Current Employee ,Staff Application Developer,5,5,5,5,5,5,Company that's not living on its brand
"Sep 12, 2021",2021-09-12,9,12,2021,Current Employee ,Software Development Manager III,3,1,3,2,3,1,Good Company
"Sep 9, 2021",2021-09-09,9,9,2021,Current Employee ,Software Engineer II,4,4,5,5,5,4,Great company
"Sep 8, 2021",2021-09-08,9,8,2021,Current Employee ,Software Engineer,5,4,5,4,5,4,Good place with good culture
"Sep 8, 2021",2021-09-08,9,8,2021,Current Employee ,Produce Manager,5,4,5,5,5,4,"Great wlb, culture and benefits"
"Sep 7, 2021",2021-09-07,9,7,2021,Current Employee ,Data Scientist,5,4,4,5,5,5,Overall a great company
"Sep 6, 2021",2021-09-06,9,6,2021,Current Employee ,UX Manager,5,5,5,5,5,5,Good place
"Sep 6, 2021",2021-09-06,9,6,2021,Current Employee ,Software Engineer I,5,4,3,4,5,5,"Great Internship, Full TimeTBD"
"Sep 5, 2021",2021-09-05,9,5,2021,Current Employee ,Product Designer,5,4,5,5,5,4,Great work life balance and team
"Sep 4, 2021",2021-09-04,9,4,2021,Current Employee ,Group Engineering Manager,5,4,4,4,4,4,Best Company to work for in San Diego
"Sep 3, 2021",2021-09-03,9,3,2021,Current Employee ,Data Service Engineer,5,5,5,5,5,5,Great experience overall
"Sep 2, 2021",2021-09-02,9,2,2021,Current Employee ,Designer,5,5,5,5,5,5,Great company to work for
"Sep 1, 2021",2021-09-01,9,1,2021,Current Employee ,Finance Associate,5,5,4,4,5,5,Good company
"Sep 1, 2021",2021-09-01,9,1,2021,Current Employee ,Sales,3,3,4,4,3,3,Great work life balance
"Aug 29, 2021",2021-08-29,8,29,2021,Current Employee ,Software Engineer,4,4,5,3,5,5,"Great wlb, average tc"
"Aug 26, 2021",2021-08-26,8,26,2021,Current Employee ,Software Engineer IV,4,4,5,4,4,3,Great company and work/life balance
"Aug 25, 2021",2021-08-25,8,25,2021,Current Employee ,Senior Business Data Analyst,4,5,5,3,2,3,Good WLB
"Aug 25, 2021",2021-08-25,8,25,2021,Current Employee ,Principal Engineer,4,3,5,4,4,3,Great work life balance
"Aug 24, 2021",2021-08-24,8,24,2021,Current Employee ,Senior Software Engineer,4,4,5,4,5,3,Great WLB
"Aug 23, 2021",2021-08-23,8,23,2021,Current Employee ,Finance,2,3,2,4,2,1,Political paradise
"Aug 23, 2021",2021-08-23,8,23,2021,Current Employee ,Senior Business Analyst,4,3,4,4,4,3,Proud to work at Intuit
"Aug 23, 2021",2021-08-23,8,23,2021,Current Employee ,Designer,3,2,5,3,4,4,Good work life balance
"Aug 23, 2021",2021-08-23,8,23,2021,Current Employee ,Software Engineer,4,4,5,5,3,4,"Great work life balance, perfect company to retire from!"
"Aug 22, 2021",2021-08-22,8,22,2021,Current Employee ,"Manager, Software Development",5,4,4,4,4,4,Good benefits
"Aug 21, 2021",2021-08-21,8,21,2021,Former Employee ,Software Engineer,3,3,5,4,3,3,Great work-life balance
"Aug 21, 2021",2021-08-21,8,21,2021,Current Employee ,Staff Software Engineer,4,3,4,4,4,4,Great company to work for
"Aug 20, 2021",2021-08-20,8,20,2021,Current Employee ,Senior Software Engineer,4,3,5,3,3,2,Established Company but Complacent Leadership
"Aug 20, 2021",2021-08-20,8,20,2021,Current Employee ,"Vice President, Product Management",5,4,5,5,5,5,Mission and value driven
"Aug 19, 2021",2021-08-19,8,19,2021,Current Employee ,Data Scientist,3,3,4,4,3,3,Good for fresh grad
"Aug 16, 2021",2021-08-16,8,16,2021,Current Employee ,Senior Software Developer,4,4,4,5,4,3,No tech learnings but good wlb
"Aug 15, 2021",2021-08-15,8,15,2021,Current Employee ,Senior Software Engineer,5,5,5,4,5,5,Great work life balance
"Aug 14, 2021",2021-08-14,8,14,2021,Current Employee ,Service Delivery Manager,5,4,5,5,5,5,Still in the honeymoon stage after years in the company
"Aug 13, 2021",2021-08-13,8,13,2021,Current Employee ,Software Engineer,3,3,5,3,3,3,It's okay
"Aug 13, 2021",2021-08-13,8,13,2021,Current Employee ,Software Engineer,4,3,5,3,5,4,Great wlb
"Aug 12, 2021",2021-08-12,8,12,2021,Current Employee ,Software Engineer,4,4,5,4,3,3,"Great work life balance, management is bad"
"Aug 11, 2021",2021-08-11,8,11,2021,Current Employee ,Engineering Manager,4,3,3,3,4,4,Customer obsessed
"Aug 10, 2021",2021-08-10,8,10,2021,Current Employee ,Software Engineer,4,4,3,4,3,4,Good company
"Aug 10, 2021",2021-08-10,8,10,2021,Current Employee ,Product Manager,3,3,3,3,4,4,Everything requires a village to execute
"Aug 10, 2021",2021-08-10,8,10,2021,Former Employee ,"Software Engineer, Applications",5,4,4,4,5,3,Great balance of a company that cares about not grinding you to a pulp
"Aug 10, 2021",2021-08-10,8,10,2021,Current Employee ,Software Engineer II,5,3,5,4,5,4,Great WLB
"Aug 10, 2021",2021-08-10,8,10,2021,Current Employee ,Designer,5,5,5,5,5,5,Great learning experience
"Aug 9, 2021",2021-08-09,8,9,2021,Current Employee ,Engineering Manager,5,4,4,5,4,5,Awesome company
"Aug 7, 2021",2021-08-07,8,7,2021,Current Employee ,Staff Engineer,3,2,3,3,1,1,Great work life balance
"Aug 5, 2021",2021-08-05,8,5,2021,Current Employee ,Product Manager,4,3,2,3,3,2,"Experience depends on team, work can be incremental"
"Aug 5, 2021",2021-08-05,8,5,2021,Current Employee ,Software Engineer II,5,4,4,4,5,4,Great culture
"Aug 5, 2021",2021-08-05,8,5,2021,Current Employee ,Business Operations Manager,5,4,5,4,5,5,Great work life balance
"Aug 4, 2021",2021-08-04,8,4,2021,Current Employee ,Software Engineer,4,4,5,5,5,4,Good wlb
"Aug 3, 2021",2021-08-03,8,3,2021,Current Employee ,Software Engineer I,4,4,5,3,4,2,Great WLB
"Aug 1, 2021",2021-08-01,8,1,2021,Current Employee ,Software Engineer II,5,4,5,3,5,3,Great work life balance
"Jul 29, 2021",2021-07-29,7,29,2021,Current Employee ,Sales Manager,4,3,5,4,5,4,Lots of change at senior leadership level
"Jul 28, 2021",2021-07-28,7,28,2021,Current Employee ,Product Manager,4,4,3,5,4,3,It's true that your experience depends on your team
"Jul 28, 2021",2021-07-28,7,28,2021,Current Employee ,Software Engineer,3,1,5,1,3,2,Work life balance is good as work is simple
"Jul 28, 2021",2021-07-28,7,28,2021,Current Employee ,Software Engineering,5,4,5,4,5,5,I am an swe intern
"Jul 28, 2021",2021-07-28,7,28,2021,Current Employee ,Engineer II,3,2,3,4,5,3,Its ok
"Jul 27, 2021",2021-07-27,7,27,2021,Current Employee ,Staff Engineer,5,5,5,5,5,5,"Depends on team to team, if you get lucky, you will be here for a long stay"
"Jul 27, 2021",2021-07-27,7,27,2021,Current Employee ,Senior Software Back End Engineer,4,4,5,4,4,3,Great benefits and work life balance
"Jul 26, 2021",2021-07-26,7,26,2021,Current Employee ,Software Engineer II,1,1,1,3,1,1,poor management culture
"Jul 25, 2021",2021-07-25,7,25,2021,Current Employee ,"Analyst II, Business Support and Analytics",3,1,5,3,3,3,"Can’t see growth here in intuit, very disappointed"
"Jul 24, 2021",2021-07-24,7,24,2021,Current Employee ,Software Engineer III,2,1,1,3,1,1,Management puts all the shitty( all the time backporting) to new joiners
"Jul 23, 2021",2021-07-23,7,23,2021,Current Employee ,Staff Software Developer,4,4,4,4,4,4,Good place to work at
"Jul 22, 2021",2021-07-22,7,22,2021,Current Employee ,Senior Software Engineer,3,4,5,2,5,2,Low paying company with annual layoffs
"Jul 22, 2021",2021-07-22,7,22,2021,Current Employee ,Software Applications Engineer II,4,3,3,3,5,4,Great benefits
"Jul 21, 2021",2021-07-21,7,21,2021,Current Employee ,Software Engineer,2,2,5,4,2,1,Unhealthy environment in the team
"Jul 20, 2021",2021-07-20,7,20,2021,Current Employee ,Marketing Manager,5,4,5,5,5,5,Genuinely cares about employees
"Jul 19, 2021",2021-07-19,7,19,2021,Current Employee ,Senior Software Engineer,3,2,1,4,4,2,No work life balance but good place to learn
"Jul 16, 2021",2021-07-16,7,16,2021,Current Employee ,Software Engineer I,5,5,5,5,5,5,Great company
"Jul 15, 2021",2021-07-15,7,15,2021,Current Employee ,Software Engineer,2,1,2,1,2,2,Disappointments after disappointments
"Jul 15, 2021",2021-07-15,7,15,2021,Current Employee ,Software Engineer II,3,2,4,3,2,2,WLB
"Jul 14, 2021",2021-07-14,7,14,2021,Current Employee ,Product Manager,4,3,4,3,5,3,"A great culture, but lacking in leadership"
"Jul 14, 2021",2021-07-14,7,14,2021,Current Employee ,Software Engineer,4,3,4,4,4,4,"Nice people, solid wlb"
"Jul 12, 2021",2021-07-12,7,12,2021,Current Employee ,Staff Engineer,4,4,3,5,5,4,Going good from 6 months
"Jul 11, 2021",2021-07-11,7,11,2021,Current Employee ,Software Engineer I,3,2,5,4,3,1,"Great work life balance and great benefits, except that i did not like much"
"Jul 11, 2021",2021-07-11,7,11,2021,Current Employee ,Software Engineer,4,4,4,3,5,4,A good company to be in
"Jul 11, 2021",2021-07-11,7,11,2021,Current Employee ,Engineer,4,4,4,4,4,4,Good work life balance
"Jul 9, 2021",2021-07-09,7,9,2021,Current Employee ,Product Manager,3,3,3,3,3,1,"Old tech stack, process and reorg heavy, noble mission"
"Jul 9, 2021",2021-07-09,7,9,2021,Current Employee ,Senior Software Engineer,3,1,4,4,2,2,Lack of growth and too much favouritism
"Jul 7, 2021",2021-07-07,7,7,2021,Current Employee ,Manager,5,4,5,4,4,3,Great work life balance!
"Jul 7, 2021",2021-07-07,7,7,2021,Current Employee ,Senior Software Engineer,4,3,4,3,5,3,Not FAANG but good benefits
"Jul 6, 2021",2021-07-06,7,6,2021,Current Employee ,Staff Software Engineer,4,4,5,4,4,4,"Overall great place to work, depending on where you land"
"Jul 6, 2021",2021-07-06,7,6,2021,Current Employee ,Software Engineer II,4,4,5,5,4,3,Great work life balance and room to grow if you seek it
"Jul 5, 2021",2021-07-05,7,5,2021,Current Employee ,Software Engineer II,5,4,5,4,5,4,Great place to work
"Jul 1, 2021",2021-07-01,7,1,2021,Current Employee ,Designer,4,4,5,4,4,3,"Good wlb, and comp ain’t bad"
"Jul 1, 2021",2021-07-01,7,1,2021,Current Employee ,Software Engineer I,4,4,5,3,3,4,"Great wlb, benefits but nah comp"
"Jun 30, 2021",2021-06-30,6,30,2021,Current Employee ,Software Engineer,4,4,5,4,4,4,Great WLB
"Jun 30, 2021",2021-06-30,6,30,2021,Current Employee ,Staff Software Engineer,4,2,4,4,4,3,Good Company To Work For
"Jun 30, 2021",2021-06-30,6,30,2021,Current Employee ,Business Account Executive,4,3,5,4,5,3,Great work life balance
"Jun 28, 2021",2021-06-28,6,28,2021,Current Employee ,Principal Software Developer,4,3,5,5,5,2,Overall Great Company To Work
"Jun 28, 2021",2021-06-28,6,28,2021,Current Employee ,Senior Product Designer,3,1,5,3,2,1,Great work life balance disappointing leadership
"Jun 28, 2021",2021-06-28,6,28,2021,Current Employee ,Marketing Lead,2,2,3,4,2,1,One of the least innovative companies I’ve ever worked for
"Jun 28, 2021",2021-06-28,6,28,2021,Current Employee ,HR Associate,5,4,4,5,5,5,Great culture
"Jun 27, 2021",2021-06-27,6,27,2021,Current Employee ,Software Engineer I,3,3,3,3,3,3,WLB is not as good as I thought
"Jun 27, 2021",2021-06-27,6,27,2021,Current Employee ,Software Engineer I,3,2,3,4,3,3,neutral
"Jun 26, 2021",2021-06-26,6,26,2021,Current Employee ,Product Designer,4,4,5,4,4,3,Good work life balance
"Jun 26, 2021",2021-06-26,6,26,2021,Current Employee ,Software Engineer,3,3,5,4,3,3,Not bad
"Jun 25, 2021",2021-06-25,6,25,2021,Current Employee ,Product Manager,2,4,3,5,1,2,Good place to rest and vest
"Jun 25, 2021",2021-06-25,6,25,2021,Current Employee ,Site Reliability Engineer,5,4,4,5,5,3,excellent company
"Jun 25, 2021",2021-06-25,6,25,2021,Current Employee ,Software Developer II,4,5,4,5,5,5,Good company
"Jun 22, 2021",2021-06-22,6,22,2021,Current Employee ,Product Manager,4,4,5,3,5,4,great wlb but low career growth
"Jun 21, 2021",2021-06-21,6,21,2021,Current Employee ,Senior Software Engineer,1,1,1,1,1,1,Worst place to work
"Jun 20, 2021",2021-06-20,6,20,2021,Current Employee ,Software Engineer II,5,5,5,4,5,5,"All round development, enthusiastic managers"
"Jun 19, 2021",2021-06-19,6,19,2021,Current Employee ,Senior Engineering Manager,2,1,3,1,1,1,Horrible management and very toxic culture
"Jun 19, 2021",2021-06-19,6,19,2021,Current Employee ,Senior Software Engineer,5,5,4,3,5,5,My manager worked with me on my next role. Gave me a playground to excerise next role and helped me get promoted.
"Jun 16, 2021",2021-06-16,6,16,2021,Current Employee ,Software Engineer,5,5,5,5,5,5,Good Wlb
"Jun 16, 2021",2021-06-16,6,16,2021,Current Employee ,Product Manager I,4,4,5,5,5,5,"Overall, had a good experience here"
"Jun 16, 2021",2021-06-16,6,16,2021,Current Employee ,Senior Front End Developer,4,4,5,3,5,4,Great work life balance
"Jun 15, 2021",2021-06-15,6,15,2021,Current Employee ,Software Engineer,5,4,5,4,4,4,Great balance of interesting work and personal life
"Jun 15, 2021",2021-06-15,6,15,2021,Former Employee ,Data Scientist,4,5,5,3,5,4,Hidden gem
"Jun 14, 2021",2021-06-14,6,14,2021,Current Employee ,Staff Software Developer,4,4,4,4,4,5,Great company to work with
"Jun 12, 2021",2021-06-12,6,12,2021,Former Employee ,Software Engineer,4,4,5,4,5,4,"Great Work Life Balance, Focus a lot on innovation and culture."
"Jun 12, 2021",2021-06-12,6,12,2021,Current Employee ,Software Engineer,3,3,5,3,4,3,Great work life balance
"Jun 12, 2021",2021-06-12,6,12,2021,Current Employee ,Designer,4,4,4,4,4,3,Good place to grow
"Jun 11, 2021",2021-06-11,6,11,2021,Current Employee ,Senior Software Engineer,4,3,4,5,3,3,Support work
"Jun 10, 2021",2021-06-10,6,10,2021,Current Employee ,Software Applications Engineer,3,5,4,4,4,4,"Good wlb, so so career advancement"
"Jun 10, 2021",2021-06-10,6,10,2021,Current Employee ,Software Engineer II,5,5,5,4,5,5,Great work life balance and culture
"Jun 9, 2021",2021-06-09,6,9,2021,Current Employee ,Product Manager,4,3,4,4,4,4,Depends what team you are on. Could be hit or miss
"Jun 7, 2021",2021-06-07,6,7,2021,Current Employee ,Senior Software Back End Engineer,3,2,4,4,4,2,Always and everywhere short staffed
"Jun 7, 2021",2021-06-07,6,7,2021,Current Employee ,Software Applications Engineer,5,5,5,5,4,4,Awesome company
"Jun 6, 2021",2021-06-06,6,6,2021,Current Employee ,Product Manager,4,3,4,3,4,4,Great wlb too much corporate overload
"Jun 4, 2021",2021-06-04,6,4,2021,Current Employee ,Staff Data Engineer,4,3,3,4,2,2,Decent company
"Jun 3, 2021",2021-06-03,6,3,2021,Current Employee ,Senior Product Manager,4,2,4,4,3,3,political but okay
"Jun 3, 2021",2021-06-03,6,3,2021,Current Employee ,Engineer,4,4,5,3,4,4,Depends on the role and team
"Jun 3, 2021",2021-06-03,6,3,2021,Current Employee ,Senior Software Back End Engineer,4,3,5,4,5,3,Great work life balance
"May 29, 2021",2021-05-29,5,29,2021,Current Employee ,Software Engineer,4,3,5,4,4,3,"Better than most companies, can be better"
"May 27, 2021",2021-05-27,5,27,2021,Current Employee ,Staff Software Engineer,5,5,5,5,5,5,Great WLB
"May 27, 2021",2021-05-27,5,27,2021,Current Employee ,Marketing Analyst,4,4,4,4,4,4,Decent Experience Overall
"May 26, 2021",2021-05-26,5,26,2021,Current Employee ,Software Engineer II,4,3,5,4,5,4,Great WLB but not the most exciting
"May 25, 2021",2021-05-25,5,25,2021,Current Employee ,Software Engineer II,4,3,5,4,5,5,Great WLB
"May 25, 2021",2021-05-25,5,25,2021,Current Employee ,Software Engineer I,5,5,5,4,4,3,Review as a SWE INTERN
"May 24, 2021",2021-05-24,5,24,2021,Current Employee ,Staff Software Engineer,4,3,5,4,4,4,Great work life balance. Good benefits
"May 24, 2021",2021-05-24,5,24,2021,Current Employee ,Software Engineer,4,5,3,5,5,4,Amazing company but heavy during tax season
"May 23, 2021",2021-05-23,5,23,2021,Current Employee ,Senior Data Engineer,3,4,3,3,3,3,Great work life balance
"May 23, 2021",2021-05-23,5,23,2021,Current Employee ,Software Engineer II,5,3,5,4,5,4,Great work life balance and benefits
"May 21, 2021",2021-05-21,5,21,2021,Current Employee ,Software Engineering Manager,4,5,5,3,4,4,Great work life balance
"May 20, 2021",2021-05-20,5,20,2021,Current Employee ,Senior Software Engineer,5,4,5,5,5,3,Great place to work at
"May 19, 2021",2021-05-19,5,19,2021,Current Employee ,Senior Software Engineer,4,4,4,3,4,4,Good technologies
"May 18, 2021",2021-05-18,5,18,2021,Current Employee ,Software Engineer,5,4,5,4,4,4,Good Company
"May 17, 2021",2021-05-17,5,17,2021,Current Employee ,Product Manager,4,4,4,5,4,4,Great tech stack
"May 16, 2021",2021-05-16,5,16,2021,Current Employee ,Software Engineer II,5,5,5,4,5,5,Loving it at Modern SaaS team.
"May 14, 2021",2021-05-14,5,14,2021,Current Employee ,Senior Software Developer,4,4,5,5,5,4,Joined recently.. Impressed by culture
